         11663802 function calls (11653632 primitive calls) in 8.212 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.006    0.006 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:101(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:198(DataSource)
        1    0.000    0.000    0.000    0.000 _datasource.py:538(Repository)
        1    0.000    0.000    0.000    0.000 _datasource.py:76(_FileOpeners)
        1    0.000    0.000    0.016    0.016 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _distributor_init.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:101(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:120(TooHardError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:125(AxisError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:143(_ArrayMemoryError)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 _exceptions.py:34(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:40(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:74(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:83(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:30(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:44(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:57(_NoValueType)
        1    0.000    0.000    0.000    0.000 _globals.py:65(__new__)
        9    0.000    0.000    0.000    0.000 _globals.py:75(__repr__)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
      616    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
       90    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       40    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
       15    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
       16    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
       59    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
      616    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
      612    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
      612    0.001    0.000    0.001    0.000 _inspect.py:65(getargs)
      616    0.001    0.000    0.002    0.000 _inspect.py:96(getargspec)
        1    0.000    0.000    0.006    0.006 _internal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:243(c_void_p)
        1    0.000    0.000    0.000    0.000 _internal.py:248(_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:524(_Stream)
      140    0.000    0.000    0.000    0.000 _internal.py:781(_ufunc_doc_signature_formatter)
      201    0.000    0.000    0.000    0.000 _internal.py:792(<genexpr>)
        9    0.000    0.000    0.000    0.000 _internal.py:801(<genexpr>)
       13    0.000    0.000    0.000    0.000 _internal.py:827(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 _internal.py:845(recursive)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:421(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:429(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:437(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 _pep440.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pep440.py:117(parse)
        1    0.000    0.000    0.000    0.000 _pep440.py:129(InvalidVersion)
        1    0.000    0.000    0.000    0.000 _pep440.py:135(_BaseVersion)
        1    0.000    0.000    0.000    0.000 _pep440.py:140(__lt__)
        1    0.000    0.000    0.000    0.000 _pep440.py:141(<lambda>)
        1    0.000    0.000    0.000    0.000 _pep440.py:158(_compare)
        1    0.000    0.000    0.000    0.000 _pep440.py:165(LegacyVersion)
        1    0.000    0.000    0.000    0.000 _pep440.py:285(Version)
        2    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
        8    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
        6    0.000    0.000    0.000    0.000 _pep440.py:392(_parse_letter_version)
        2    0.000    0.000    0.000    0.000 _pep440.py:426(_parse_local_version)
        2    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
        2    0.000    0.000    0.000    0.000 _pep440.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 _pep440.py:45(Infinity)
        4    0.000    0.000    0.000    0.000 _pep440.py:70(__neg__)
        1    0.000    0.000    0.000    0.000 _pep440.py:77(NegativeInfinity)
        1    0.000    0.000    0.014    0.014 _pickle.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _policybase.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:17(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:45(PytestTester)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        1    0.000    0.000    0.004    0.004 _runtests.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _runtests.py:35(_FailedFirstRunner)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
       14    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
       14    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
      904    0.000    0.000    0.000    0.000 _structures.py:32(__neg__)
        1    0.000    0.000    0.000    0.000 _structures.py:39(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 _structures.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _structures.py:7(Infinity)
        1    0.000    0.000    0.000    0.000 _testutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:14(FPUModeChangeWarning)
        1    0.000    0.000    0.000    0.000 _testutils.py:19(PytestTester)
        2    0.000    0.000    0.000    0.000 _testutils.py:24(__init__)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:112(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:114(_add_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:153(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:186(_set_up_aliases)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:231(_add_array_type)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:239(_set_array_types)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:35(TypeNADict)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:62(<setcomp>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:65(_bits_of)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:67(<genexpr>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:78(bitname)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_types)
        1    0.000    0.000    0.001    0.001 _ufunc_config.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:29(<dictcomp>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:362(_unspecified)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:369(errstate)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__init__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:433(__enter__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:438(__exit__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:444(_setdef)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:14(deferred_error)
        1    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
      165    0.000    0.000    0.000    0.000 _utils.py:13(is_used)
       91    0.000    0.000    0.000    0.000 _utils.py:16(register)
       83    0.000    0.000    0.000    0.000 _utils.py:24(deduplicate)
        1    0.000    0.000    0.000    0.000 _utils.py:36(_StrCaching)
        1    0.000    0.000    0.000    0.000 _utils.py:4(DuplicatedNameError)
  212/101    0.000    0.000    0.001    0.000 _utils.py:44(__str__)
        1    0.000    0.000    0.000    0.000 _utils.py:52(_StringReferenceCaching)
  130/127    0.000    0.000    0.000    0.000 _utils.py:54(get_reference)
        1    0.000    0.000    0.000    0.000 _utils.py:62(_HasMetadata)
        4    0.000    0.000    0.000    0.000 _utils.py:64(set_metadata)
       47    0.000    0.000    0.000    0.000 _utils.py:71(_stringify_metadata)
        4    0.000    0.000    0.000    0.000 _utils.py:76(<listcomp>)
        1    0.000    0.000    0.000    0.000 _utils.py:8(NameScope)
       12    0.000    0.000    0.000    0.000 _utils.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _version.py:2(<module>)
        2    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        2    0.000    0.000    0.000    0.000 _version.py:9(get_versions)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
 1207/852    0.000    0.000    0.002    0.000 abc.py:100(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 abc.py:36(__init__)
      143    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
     1168    0.001    0.000    0.017    0.000 abc.py:84(__new__)
       13    0.000    0.000    0.000    0.000 abc.py:89(register)
      339    0.000    0.000    0.001    0.000 abc.py:96(__instancecheck__)
        1    0.000    0.000    0.000    0.000 abstract.py:1(<module>)
       70    0.000    0.000    0.000    0.000 abstract.py:114(__repr__)
15695/15664    0.005    0.000    0.008    0.000 abstract.py:117(__hash__)
2315/2305    0.001    0.000    0.001    0.000 abstract.py:120(__eq__)
     2229    0.001    0.000    0.002    0.000 abstract.py:123(__ne__)
        8    0.000    0.000    0.000    0.000 abstract.py:173(__call__)
      818    0.000    0.000    0.000    0.000 abstract.py:19(_autoincr)
        1    0.000    0.000    0.000    0.000 abstract.py:231(Dummy)
        1    0.000    0.000    0.000    0.000 abstract.py:238(Hashable)
        1    0.000    0.000    0.000    0.000 abstract.py:244(Number)
        1    0.000    0.000    0.000    0.000 abstract.py:263(Callable)
        1    0.000    0.000    0.000    0.000 abstract.py:282(DTypeSpec)
        1    0.000    0.000    0.000    0.000 abstract.py:295(IterableType)
        1    0.000    0.000    0.000    0.000 abstract.py:307(Sized)
        1    0.000    0.000    0.000    0.000 abstract.py:31(_TypeMetaclass)
        1    0.000    0.000    0.000    0.000 abstract.py:313(ConstSized)
        1    0.000    0.000    0.000    0.000 abstract.py:322(IteratorType)
        6    0.000    0.000    0.000    0.000 abstract.py:328(__init__)
        1    0.000    0.000    0.000    0.000 abstract.py:344(Container)
        1    0.000    0.000    0.000    0.000 abstract.py:350(Sequence)
        1    0.000    0.000    0.000    0.000 abstract.py:357(MutableSequence)
        1    0.000    0.000    0.000    0.000 abstract.py:364(ArrayCompatible)
      134    0.000    0.000    0.000    0.000 abstract.py:39(__init__)
        1    0.000    0.000    0.000    0.000 abstract.py:396(Literal)
        1    0.000    0.000    0.000    0.000 abstract.py:458(TypeRef)
